%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
994.42,210.2,424.31,615.71,868.62,414.46,2091.88,534.92,536.88,668.28,978.31,992.37,735.35,424.85,1073.1,465.57,1033.65,669.17,486.41,532.38,950.34,929.93,1088.02,831.21,1153.86,954.37,179.34,278.94,234.87,250.63,329.6,310.54,342.45,264.79,305.15,367.32,266.69,111.68,313.25,262.91,287,400.54,309.59,457.38,329.81,306.06,294.57,387.6,277.58,405.7,273.98,266.69,705.11,1225.63,777.5,1536.64,1033.06,2398.65,791.54,2255.45,739.71,592.12,1761.6,386.53,697.87,291.28,1172.95,1662.39,590.82,2670.02,998.92,1246.14,1340.39,1488.31,840.41,616.92,794.37,681.72,1160.04,1679.12,1513.3,1361.92,1643.8,833.52,2200.65,1348.6,899.24,745.51,1406.38,1038.1,676.35,695.66,1145.56,942.34,1600.12,916.27,563.75,1084.34,820.85,949.77,638.29,1026.99,1034.43,1
2001.75,1067.55,1020.14,2066.97,1495.18,1770.76,2949.46,2065.12,2337.34,1449.62,1811.54,2407.39,2706.12,2022.86,2457.11,3265.18,2049.54,1743.09,2274.24,2122.9,2271.38,2483.05,2410.03,2629.09,2594.13,1973.37,1393.46,1398.71,1263.63,1603.42,1451.58,1642.44,1611.7,1525.36,1502.18,1360.72,1269.96,1603.13,1566.25,1661.44,1609,1474.15,1291.31,1450.65,1478,1785.21,1392.83,1290.56,1680.88,1388.38,1455.39,1269.96,2631.64,2691.34,2637.08,2283.23,2198.01,4478.13,2604.51,4791.5,4167.27,2907.52,3833.78,3176.81,3861.02,1554.18,3881.83,4167.87,2624.88,3135.17,3183.24,3068.49,2548.35,3110.53,2472.86,2431.17,2506.24,4759.97,2059.66,3535.42,2619.83,2616.67,3806.74,3490.11,5279.97,2437.01,3775.54,3492.65,2622.92,4224.44,2607.33,3967.89,2765.59,2690.02,3740.79,3003.39,2316.71,3314.89,2365.3,2587.71,2800.22,2173.21,2374.32,2
985.82,546.86,910.09,1120.45,1681.46,1162.23,994.96,1357.29,741.88,1157.46,1136.87,1832.23,712.94,630.22,942.49,1338.14,1002.3,1535.86,1213.53,943.27,997.48,1481.84,1539.83,1220.26,1201.08,680.68,936.01,1146.96,889.97,1086.43,1165.09,799.54,910.05,832.61,1059.67,966.27,1294.39,959.17,974.67,718.76,629,848.61,935.78,920.64,1164.26,650.03,612.66,824.21,1116.09,1023.82,1130.94,1294.39,793.77,705.11,1556.02,1350.98,1350.22,1124.88,986.51,1173.25,461.82,1118.12,1518.65,1192.04,1741.59,1009.13,1174.93,1190.82,1326.07,1420.27,935.67,1041.77,1274.68,1327,1308.48,1158.83,1067.43,1539.13,1048.87,1240.28,1103.51,1130.38,1513.31,838.65,1244.45,876.83,1989.74,1157.58,1341.69,1390.84,983.7,1081.23,1024.26,1264.28,1224.08,1093.06,1130.26,1553.83,973.39,1358.77,1332.34,1414.51,1224.64,0
511.19,545.985,487.765,502.6,381.015,561.38,294.085,502.5,412.7,414.735,428.01,382.35,543.87,1092.29,293.86,257.97,267.04,512.67,363.06,393.215,378.74,327.255,501.955,435.11,430.13,412.55,296.34,292.03,317.365,341.345,262.05,394.73,192.69,300.69,258.05,416.26,311.63,271.09,313.25,127.46,217.5,387.45,305.105,249.795,294.37,292.795,239.04,326.795,180.235,237.775,337.84,311.63,201.31,191.665,248.84,309.105,243.66,221.865,237.17,420.91,274.425,341.15,218.65,321.125,283.9,390.025,332.8,270.96,357.525,376.65,235.005,200.875,267.875,270.875,403.38,420,545.14,277.605,307.765,361.58,312.125,296.245,367.06,375.19,274.34,540.87,461.245,459.35,359.55,447.015,233.545,183.605,327.725,277.415,188.02,384.895,715.28,367.34,486.69,474.885,297.035,390.41,225.815,0
1782.44,448.3,544.27,923.04,1128.61,899.08,1378.13,953.13,1062.92,1242.53,820.79,1523.95,645.72,577.59,894.73,822.2,961.54,1104.14,1377.33,2446.53,1629.61,1288.51,1364.06,1456.51,1096.37,1490.63,374.98,584.05,485.26,633.4,391.88,507.15,484.87,483.9,433.68,408.99,505.05,463.83,646.01,404.86,378,586.75,510.33,530.99,496.13,390.4,287.98,349.98,522.38,534.87,782.8,505.05,687.38,1136.86,701.09,957.93,595.06,1075.26,680.95,1125.6,731.79,1163.21,1159.47,720.93,1515.5,656.62,960.32,1162.09,786.76,1350.12,593.24,802.51,1095.76,750.75,974,862.71,1136.94,1018.06,739.05,1131.09,723.93,708.77,925.63,1081.93,1075.48,1055.05,1579.75,1182.47,1040.47,1134.5,807.14,871.1,709.25,886.56,1084.05,1049.62,1366.08,1351.49,628.27,865.82,742.11,1136.61,1128.13,2
160.18,161.35,155.65,118.45,124.52,208.32,129.87,237.74,211.5,287.69,171,204.79,293.32,335,192.01,297.02,234.11,140.31,454.45,187.77,173.57,218.17,196.25,229.75,247.4,165.63,156.32,177.23,137.81,156.25,139.89,131.07,186.41,148.25,153.06,157.01,152.4,90.06,197.19,141.95,132,170.69,175.77,133.48,136.08,147.82,94.11,124.24,144.57,164.58,155.53,152.4,112.65,109.95,195.15,135.3,168.15,110.93,131.92,111.18,92.96,178.34,181.02,265.55,241.57,160.95,240.33,227.86,263.6,133.82,288.99,194.4,276.97,196.82,317.65,237.89,305.83,256.02,217.19,270.93,141.97,141.55,128.61,128.31,118.28,152.49,188.09,134.37,133.64,131.35,201.79,106.08,99.78,202.56,144.93,204.06,221.08,154.2,197.35,139.59,143.23,130.78,84.33,1
298.86,238.11,85.26,250.77,183.29,20,158.85,289.61,60.74,218.28,511.96,103.49,216.94,20,242.69,105.86,108.7,145.71,276.66,228.64,324.64,129.61,132.63,147.38,349.03,443.35,50.83,87.61,20,119.55,160.01,179.47,202.12,124.94,80.46,155.07,86.94,231.46,124.27,136.95,116,249.25,92.88,105.02,55.76,39.8,115.76,99.74,124.33,86.12,99.91,86.94,78.23,252.19,510.07,156.03,123.85,577.04,128.04,206.48,409.41,20,171.49,23.6,120.79,162.92,172.09,133.74,274.71,329.17,331.52,228.29,130.4,132.9,311.34,115.49,234.34,259.03,320.12,287.41,31.21,224.46,168.98,141.66,197.8,275.44,192.32,130.39,195.15,260.58,133.59,112.2,405.99,110.58,254.61,359.64,70.93,235.73,85.8,90.78,246.09,129.82,197.7,0
342.945,344.95,347.975,308.39,275.925,336.06,340.775,425.235,351.415,285.445,283.445,301.74,215.41,437.045,402.53,289.825,311.975,286.555,295.14,311.475,220.71,220.87,264.73,289.355,232,284.29,264.21,134.435,267.38,185.615,189.71,168.885,280.14,220.04,228.125,230.665,232.99,369.71,262.415,245.42,243.5,270.1,273.14,185.5,252.795,243.05,269.155,223.55,198.545,218.64,224.54,232.99,374.03,292.535,227.865,171.345,247.695,235.97,216.8,283.255,393.59,207.395,250.57,119.665,110.98,304.615,215.11,210.03,365.605,318.915,364.78,232.28,96.03,378.415,394.44,181.62,246.255,291.66,239.315,268.865,227.045,195.135,277.41,295.635,224.64,247.32,276.325,246.845,299.095,266.415,227.94,243.275,309.135,304.325,309.45,179.82,246.41,227.375,249.305,245.985,336.93,275.015,252.985,1
252.64,111.64,148.71,303.06,258.99,20,218.96,118.87,70.5,466.79,20,157.95,218.97,137.34,56.53,83.25,135.87,203.99,55.93,121.5,143.57,218.17,160.67,156.05,88.28,20,181.26,87.61,197.02,167.79,160.01,249.04,208.4,168.76,158.95,199.65,54.71,116.18,223.9,163.94,177,186.21,272.64,182.56,103.01,20,166.58,74.37,65.54,40.19,199.82,54.71,20,125.08,20,115.54,272.86,235.49,174.6,66.71,450.94,83.16,39.06,63.93,94.98,21.72,243.29,247.67,20,144.62,299.89,305.05,154.66,112.61,147.26,45.41,69.51,20,37.06,115.38,144.99,65.72,47.88,124.21,28.83,90.54,108.84,47.78,83.79,128.17,92.48,28.56,20,21.53,20,155.57,35.93,20,90.57,113.23,64.41,68.27,111.5,1
662.23,603.55,769.32,796.05,243.05,786.15,362.78,665.68,398.05,402.98,373.09,474.94,332.03,1328.46,200.78,191.16,298.91,546.13,298.64,388.79,307.49,344.54,322.42,438.9,409.6,403.96,221.53,182.26,342.6,162.54,181.09,491.02,158.13,312.34,161.89,283.97,277.44,234.16,149.95,138.95,135,382.12,190.75,142.32,154.98,174.35,207.04,292.23,97.34,310.97,128.75,277.44,384.89,264.29,301.5,218.25,442.02,302.63,603.35,264.72,339.2,130.25,88.6,184.9,169.31,159.96,252.2,190.21,215.12,206.13,157.04,43.86,227.44,249.57,300.82,232.95,167.81,152.61,57.64,137.01,610.15,389.26,724.74,405.47,774.3,260.19,399.43,323.49,642.74,414.18,289.6,774.2,308.16,647.8,220.33,613.2,326.09,210.19,214.51,1070.81,905.53,396.18,680.25,1
20.43,20,20,20,20,20,22.54,20.53,20,20,20,20,20,46.21,22.42,20,26.13,20,20,20,20,20,20.49,20,20,20,20,20,27.17,20,20,20,20,20,20,20,20,50.44,20,20,20,25.22,20,20,20,24.64,20,26.25,30.84,20,20,20,134.55,20,20,20,20,20,35.89,28.59,31.65,20,20,20,20,33.57,20,20,20,20,39.26,20,20,20,20,20,20,20,20,20,20,45.5,20,91.36,20.87,77.2,34.87,20,32.88,20,20,20,20,20,20,32.33,58.95,22.59,20,29.28,34.61,20,20,2
1740.51,1842.04,1416.69,1695.62,475.15,2078.86,1308.37,1619.89,1417.59,1314.18,1181.44,1091.49,1262.92,3500.21,1279.72,790.34,1140.26,1114.93,659.2,712.42,958.91,825.16,1121.44,1092.38,1003.98,1068.49,421.97,444.08,776.42,827.4,604.58,833.83,695.37,758.02,365.98,782.13,485.52,1151.91,659.37,635.79,349,835.03,692.09,477.99,645.44,814.91,815.94,765.58,644.79,770.26,603.58,485.52,1444.64,1084.4,515.23,423.66,593.05,745.38,1671.35,956.18,822.77,528,638.33,747.49,437.72,1068.37,860.43,475.54,521.14,848.28,1199.58,848.37,618.64,811.62,990.83,808.42,508.4,737.94,1231.06,642.8,1523.37,1257.78,1056.12,1715.29,791.2,813.93,1041.89,837.08,1336.38,1129.2,720.26,941.48,1056.54,799.47,925.4,1198.12,538.88,785.75,572.02,733.07,940.14,661.58,912.62,0
437.01,433.035,1732.945,3239.705,1626.17,1102.475,1026.085,1332.44,1091.125,1821.265,724.405,764.155,676.275,396.345,812.375,737.415,1444.92,3991.29,854.465,1147.605,970.16,1762.115,548.86,2984.55,853.08,925.585,2267.135,2138.845,1884.275,1287.775,1667.16,1814.86,1458.8,1994.815,1861.785,1674.25,1259.22,636.3,2093.64,1468.005,1809.5,2147.22,2402.355,1353.485,1976.025,3457.67,1781.51,1380.24,1565.22,1427.13,2233.035,1259.22,3322.665,977.475,1652.565,2082.26,2213.115,1634.78,1108.25,1529.575,2124.185,764.955,462.55,1295.315,404.17,217.355,1007.3,416.095,730.705,1666.34,592.155,2959.325,1690.145,2009.77,973.47,1023.105,835.575,682.72,850.73,911.67,858.34,544.465,1032.655,956.185,1055.595,1025.985,736.51,781.34,546.75,409.415,593.68,927.715,991.485,968.27,1139.865,637.45,568.355,1016.075,723.13,1021.03,742.115,472.625,1249,2
20,67.16,158.62,210.22,122.52,190.78,47.23,165.34,58.57,99.63,156.49,168.84,133.42,202.8,26.32,122.3,236.2,147.87,88.89,165.68,62.14,36.72,20,69.36,20,26.26,460.33,759.27,529.91,545.31,259.65,325.67,257.62,127.74,348.32,259.74,200.26,121.59,334.82,222.92,369,362.72,532.3,656.62,356.27,260.58,479.96,344.73,573.46,233.47,244.11,200.26,51.11,42.37,59.89,54.32,88.61,78.82,93.12,110.13,34.61,63.12,112.42,59.01,44.39,66.16,39.56,48.54,25.25,72.31,20,44.86,28.3,166.38,34.71,77.98,78.44,20,225.42,37.08,61.42,68.75,108.9,50.3,155.06,116.28,120.46,126.41,43.49,109.11,44.84,151.98,63.59,54.8,75.4,228.31,109.62,118.85,56.25,149.35,173.03,51.93,87.14,0
385.94,284.33,359.87,505.8,270.95,479.15,683.7,776.99,457.71,242.91,727.52,324.62,759.79,1481.2,365.5,405.96,461.96,275.22,351.57,358.97,424.28,371.54,356.92,578.7,340.82,271.67,189.89,406.82,382.39,357.6,216.54,201.65,432.51,300.22,378.73,467.14,342.89,166.62,374.87,371.87,378,335.56,353.54,423.03,264.6,307.96,297.39,339.48,592.74,299.49,301.79,342.89,1826.4,646.61,747.55,787.08,447.05,971.14,842.95,436.26,587.41,297.56,554.49,373.74,569.86,612.19,424.28,614.23,1677.54,648.62,521.27,327.98,198.13,404.8,742.59,417.53,263.13,289.15,321.15,374.97,469.19,516.66,523.84,456.79,505.93,231.6,441.69,258.79,589.71,498.92,300.81,469.21,327.72,442.3,394.64,1155.69,199.89,346.71,192.58,259.65,323.95,259.63,474.11,0
826.72,811.13,856.56,1236.76,1169.45,1297.09,1263.29,1662.04,1467.48,1319.77,1408.4,1100.21,1650.97,1092.29,1699.8,1849.96,1406.77,1111.69,1349.36,2971.18,1127.12,1431.08,1611,1302.62,1167.21,2390.46,1049.17,868.02,839.51,806.43,1004.13,940.7,1187.57,843.8,933.1,860.63,845.01,1118.59,829.86,1291.57,950,904.86,767,921.63,1052.74,1000.63,803.7,917.83,1015.85,998.94,1056.78,845.01,1566.67,1099.53,1683.03,750.54,2155.72,1089.85,813.85,1593.64,1336.02,1198.27,967.02,1155.65,814.53,1156.25,946.47,1187.85,1974.46,1398.69,1102.52,1246.14,908.75,1700.34,1266.41,1071.97,1168.72,1102.39,861.54,943.6,935.37,1325.52,1628.78,947.46,1476.05,1040.76,2351.13,1228.25,1273.81,1691.68,1228.46,1141.41,1059.48,1376.81,1227.02,1224.39,827.2,1087.28,1043.94,1506.16,1290.04,1107.76,1085.03,2
52.68,66.29,47.59,82.17,72.72,58.11,85.86,91.86,133.41,76.12,266.34,62.09,101.85,148.89,114.03,177.8,141.1,110.09,297.64,148.01,221.78,142.57,59.31,109.46,110.87,236.32,167.83,130.91,140.73,149.96,107.31,77.64,124.62,111.88,108.91,57.18,162.16,175.62,108.87,52.98,93,125.11,147.81,143.3,145.53,79.6,71.52,114.62,136.86,145.44,179.22,162.16,181.49,98.86,111.51,55.3,177.21,55.47,72.75,83.65,53.4,218.41,51.45,203.59,129.04,103.68,96.92,118.88,247.44,47.49,20,97.7,149.61,77.1,116.75,256.64,79.44,102.41,81.32,87.56,93.64,55.61,91.06,56.46,54.67,63.86,124.69,145.32,90.15,108.05,69.13,102,143.81,152.65,96.95,97.99,51.58,124.74,83.9,112.25,70.17,97.12,41.23,0
138.68,145.65,147.72,313.73,70.72,20.83,113.77,218.29,227.77,248.51,88.09,209.15,89.63,587.86,55.56,24.67,118.1,107.93,87.89,107.14,168.21,44.28,63.62,229.75,91.36,193.9,20,33.23,24.26,20,20,20,42.94,20,20,52.34,34.19,94.57,47.24,20,27,77.59,20,41.22,59.54,32.22,81.88,20,35.66,20,20,34.19,50.07,59.52,21.68,66.17,76.52,91.47,72.75,64.59,124.6,56.11,70.5,20,20,232.04,27.69,46.56,46.46,46.41,53.44,20,116.25,77.1,20,82.91,71.49,125.5,204.83,25.75,290.98,204.24,145.51,263.81,60.63,155.35,191.26,22.89,336.22,344.27,71,40.8,29.35,20,20,57.58,199.89,93.31,35.27,27.33,67.29,25,49.66,2
123.63,133.44,126.9,140.86,283.89,192.97,121.28,152.37,92.19,289.92,337.85,594.77,112.03,68.03,77,236.38,68.98,175.93,317.61,240.79,293.57,193.33,214.58,196.15,232,1649.19,143.85,152.06,120.35,164.64,135.1,82.68,114.15,133.33,148.16,43.61,77.17,151.31,187.95,106.96,178,121.23,116.85,92.26,147.42,144.03,160.93,73.5,83.85,126.3,163.77,77.17,94.92,99.87,103.25,64.19,369.52,81.74,78.57,184.25,141.41,149.28,147.67,154.41,302.48,74.06,103.85,303.15,176.74,183.47,150.49,121.62,120.29,95.37,213.52,267.5,302.85,205.82,394.23,117.44,172.17,96.05,97.63,163.21,156.05,138.2,236.7,144.32,229.09,129.23,138.26,154.02,171.2,157.55,20,181.84,197.13,117.86,184.95,153.25,128.81,61.54,119,1
51.6,20,20,20,20,20,20,20,20,20,20,20,23.43,287.51,20,20,20,20,20,20,20,20,20,20,55.43,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.86,20,20,20,37.25,26.27,92.15,20,58.35,20,20,54.09,20,37.52,20,20,21.21,20,20,20,20,20,49.44,20,20,20,20,20,20,42.47,31.92,20,20,20,20,33.84,81.67,20,20,29.58,20,20,20,20,20,20,20,20,20,20,20,2
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.97,50.78,20,20,20,25.51,20,25.4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25.4,20,20,137.33,63.2,20,20,20,22.24,20,20,20,20,20,20,20,70.34,20,20,20,20,20.22,20,20,20,20,20,40.14,20,20,20,20,20,46.72,71.48,20,20,20,20,20,47.94,95.87,20,81.28,20,20,20,20,108.35,20,142.32,20,1
39.025,45.325,97.24,157.4,433.315,174.465,253.84,133.46,217.465,138.81,77.73,307.735,201.66,134.505,64.325,181.91,327.655,73.395,73.92,107.14,65.89,179.29,217.82,415.065,117.79,58.98,419.575,457.175,391.61,352.88,313.79,367.51,275.425,316.075,354.205,561.155,473.795,374.215,321.465,379.375,504.5,439.34,321.58,462.775,339.26,209.41,266.335,391.545,512.745,292.79,284.28,473.795,159.155,267.315,109.445,181.215,129.385,147.425,115.43,191.13,178.5,196.87,63.355,259.655,119.24,110.59,114.725,37.74,20,496.985,183.21,366.365,145.565,266.82,89.405,114.5,182.705,66.765,170.35,154.005,145.99,109.7,125,82.88,349.38,35.255,270.51,231.91,22.195,51.84,43.44,107.61,86.795,213.325,232.575,281.85,190.22,304.475,245.49,268.92,194.66,250.495,248.765,2
163.41,92.45,158.62,100.31,143.44,110.74,256.52,136.16,109.55,133.21,367.9,284.31,142.59,57.76,370.37,244.61,209.03,153.26,314.62,206.55,67.5,132.85,875.59,230.83,300.78,498.9,94.94,161.12,119.37,165.69,135.1,83.69,166.51,169.69,129.52,144.41,109.41,349.45,288.6,187.94,90,157.11,141.81,139.37,154.98,113.71,356.68,278.24,151.32,172.23,85.49,109.41,344.21,110.96,366.55,247.88,241.65,162.5,147.44,180.01,265.03,240.46,229.61,232.11,125.95,187.61,245.27,512.19,263.6,55.04,405.67,129.6,166.79,170.44,181.97,197.42,195.61,178.71,205.86,161.73,973.63,161.77,368,107.78,295.21,137.24,247.26,241.87,292.73,136.65,256.9,94.86,778.71,353.25,257.55,453.59,288.32,739.59,524.35,349.45,395.09,306.75,285.78,0
20,20,20,20,86.66,20,20,20,20,20,20,20,20,110.38,20,58.58,20,20,20,20,20,25.92,20,20,20,102,20,20,36.88,118.5,23,20,36.65,20,31.4,25.2,100.62,20,30.81,41.99,20,44.61,24.97,100.11,24.57,36.01,20,51.62,47.23,32.53,38.11,100.62,20,20,20,58.27,21.14,20,81.48,20,20,32.06,20,53.11,30.97,38.51,38.57,78.27,23.23,20,296.62,20,209.25,20,23.14,238.87,46.67,75.3,137.93,46.36,46.32,20,20,20,21.87,69.57,20,85.6,20,20,41.1,20,20,20,20,20,77.38,47.15,172.56,59.54,181.68,102.89,20,0
1707.18,777.11,410.43,431.11,206.2,332.22,1267.58,94.02,909.99,315.67,516.1,184.09,800.53,1429.86,2263.15,1373.08,233.07,341.06,477.42,1586.1,21.43,427.7,1770.59,20,900.3,669.57,781.6,199.38,180.52,476.1,226.12,360.95,350.82,423.3,391.49,152.16,169.98,20,349.2,466.84,256,256.04,910.81,292.49,560.39,736.26,88.46,157.49,466.48,891.78,722.03,169.98,786.47,537.66,467.74,1025.08,244.67,1424.59,504.41,987.95,727.84,302.57,757.42,295.06,52.65,20,556.81,1699.05,176.74,76.63,1628.15,648.99,968.39,699.01,2466.55,429.38,683.16,3586.29,217.19,633.53,1108.55,1601.55,1718.9,3208.85,2943.14,1046.48,1813.27,3501.61,2347.16,2388.69,2177.6,2341.98,2335.15,1677.22,1086,1240.55,4148.9,974.33,2132.68,1656.49,996.85,3302.12,1569.45,2
476.25,529.41,571.04,591.17,258,256.57,201.78,342.57,49.89,508.21,389.67,511.98,339.16,305.48,196.88,265.16,336.54,510.51,440.47,319.21,377.13,306.74,397.9,395.56,365.46,290.85,147.69,217.51,425.09,331.38,109.23,238.96,195.83,170.62,230.58,166.7,395.64,357.55,218.76,181.94,258,395.69,149.8,443.64,317.52,328.81,222.1,341.23,161.92,248.78,289.43,395.64,20,193.68,226.12,296.27,178.22,147.91,282.28,280.61,98.89,293.56,279.15,259.65,136.27,219.2,308.57,308.11,133.31,49.64,20,180.44,152.64,198.85,279.79,257.63,96.32,30.12,219.24,83.44,333.27,222.44,364.25,20,99.4,20,190.2,105.51,20,43.43,143.87,281.53,73.37,250.51,264.4,268.72,330.7,157.15,259.32,268.43,262.43,240.4,282.97,1
234.36,378.53,152.67,249.7,169.34,288.36,170.66,409.57,239.7,174.63,225.92,209.15,189.44,347.84,307.02,319.63,265.47,127.36,128.84,212.07,197.14,281.9,229.68,212.41,170.41,152.5,277.16,221.54,258.16,125.84,228.04,271.22,284.85,191.14,208.99,171.54,189.52,308.92,172.54,345.88,231,250.22,231.7,318.99,271.22,433.99,480.9,324.61,302.64,277.48,138.02,189.52,305.62,208.81,165.2,152.08,294.01,198.51,194,288.02,596.31,214.41,86.7,179.99,100.14,159.96,112.75,94.12,204.01,106.84,106.87,363.87,221.38,165.37,112.55,137.2,124.12,228.91,154.4,137.01,148.01,221.43,343.59,130.37,179.91,268.77,220.85,210.02,161.21,172.66,104.63,326.41,228.92,470.68,523.91,275.79,91.19,348.68,102.96,348.48,378.75,173.09,290.47,0
20,20.06,20,48.02,142.45,20,20,20,20,20,20,20,20,20,20,34.94,20,68,20,171.2,146.78,125.29,20,101.87,43.12,54.54,175.5,215.5,261.07,218.12,270.19,140.15,336.16,86.71,186.42,162.82,140.67,546.68,56.49,243.92,323,117.35,317.58,210.04,88.83,176.25,405.62,134.74,288.18,141.61,196.73,140.67,134.55,40.35,79.5,39.5,246.69,20,20,49.77,20,20,20,20,70.2,20,80.11,20,45.45,170.52,20,122.62,20,74.06,20,20,21.85,20,20,20,20,67.74,20,20,20,20,20,20,20,20,20,20,20,20,174.31,20,20,20,20,20,20,20,20,1
78.48,88.96,92.2,20,20,210.52,96.6,20,20,630.22,20,114.38,65.18,20,105.26,103.8,118.1,39.93,20,41.97,60,68.04,126.16,36.85,143.72,28.28,23.02,1813.59,750.22,309.36,793.34,629.15,651.38,467.12,127.55,218.06,253.02,32.42,580.28,271.91,796,296.77,580.24,228.69,340.2,158.24,433.85,443.6,213.97,332.98,222.48,253.02,54.24,68.59,21.68,210.35,37.25,27.25,56.26,203.31,20,34.06,32.39,39.34,64.01,20,106.81,89.16,112.11,21.58,122.14,108.66,131.41,344.94,64.16,55.28,74.47,20,83.37,181.3,271.85,20,35.67,20,309.12,20,20,74.65,85.91,43.43,246.63,20,20,495.14,107.72,135.37,104.09,118.85,141.1,71.26,179.76,61.54,51.53,1
700.93,1435.61,738.58,586.9,395.46,805.89,929.49,1056.87,1159.45,325.75,586.57,3279.93,1654.02,622.52,1012.67,791.37,617.68,1297.33,788.04,786.42,574.27,1330.63,1935.57,1158.49,1411.53,1692.61,1092.33,1515.52,1300.51,1307.7,1200.54,1206.88,1733.18,1477.81,1480.6,1220.19,977.87,1867.91,1877.44,1991.33,1458,1150.23,1186.45,1571.38,1532.81,952.3,1262.02,1741.16,1448.6,1515.64,1342.09,977.87,494.41,956.29,3320.62,1046.81,1535.49,706.46,1067.99,641.69,760.47,1559.96,1247.12,954.03,1408.14,1046.65,1541.85,1529.64,1084.69,1581.08,1339.16,1369.75,1256.49,507.26,972.95,1042.35,1034.67,1246.97,999.46,886.95,1288.77,631.92,949.1,699.05,1167.91,769.13,554.76,1080.94,579.1,498.92,1168.67,1009.82,1274.7,1944.37,835.31,1038.51,949.71,1685.44,1477.72,1173.3,2004.28,2117.44,1316.46,1
385.94,110.77,196.29,140.86,192.25,80.04,254.37,310.15,392.63,428.73,292.25,149.24,179.25,417.15,155.94,241.52,151.55,548.29,213.74,104.93,282.85,185.77,421.62,132.21,314.13,882.66,181.26,246.71,225.16,339.77,177.26,247.02,316.27,199.53,206.05,178.33,137.74,3119.79,260.87,210.93,237,191.06,235.69,237.52,210.74,565.7,134.58,200.36,199.51,218.16,225.57,137.74,310.83,151.31,321.12,235.04,377.58,339.61,274.52,158.83,241.29,225.43,205.79,336.37,41.29,736.6,247.25,213.99,366.61,121.95,175.57,220.32,236.54,303.34,175.66,239.86,580.88,308.23,219.24,308.01,129.88,153.68,119.22,197.09,171.96,147.73,87.7,180.16,216.37,240.46,147.6,221.35,143.81,167.33,122.41,90.92,143.7,143.4,182.09,158.13,134.58,185.59,206.14,2
