BR_BR8T,BR_BR10T,BR_BR14T,BR_BR16T,BR_BR18T,BR_BR20T,BR_BR6T,BR_BR15T,BR_BR21T,BR_BR29T,BR_BR31T,BR_BR32T,BR_U1,BR_U16,BR_UX6,BR_UX8,BR_UX19,BR_B24T,BR_B46T,BR_B30T,BR_B34T,BR_B36T,BR_B37T,BR_B38T,BR_B39T,BR_B41T,PR_PR28T,PR_PR13BT,PR_PR8T,PR_PR21T,PR_PR27T,PR_PR9T,PR_PR7T,PR_PR19T,PR_PR5T,PR_PR24T,PR_U38,PR_U41,PR_PR4,PR_PR3,PR_PR1,PR_PR10,PR_PR22,PR_PR12,PR_PR31,PR_PR30,PR_PR26,PR_PR16,PR_PR23,PR_PR4,PR_PR11,PR_PR17,LU_A_LU_A31T,LU_A_LU_A34T,LU_A_LU_A39T,LU_A_LU_A8T,LU_A_LU_A20T,LU_A_LU_A5T,LU_A_LU_A6T,LU_A_LU_A17T,LU_A_LU_A18T,LU_S_LU_S20T,LU_S_LU_S24T,LU_S_LU_S25T,LU_S_LU_S12T,LU_S_LU_S13T,LU_S_LU_S14T,LU_S_LU_S44T,LU_S_LU_S7T,LUA_U17,LUA_UX4,LUA_LU40T,LUA_LU44T,LUA_LU33T,LUS_U2,LUS_U50,LUS_LU41T,LUS_LU30T,LUS_LU26T,LUS_LU36T,CO_CO7T,CO_CO9T,CO_CO42T,CO_CO15T,CO_CO40T,CO_CO27T,CO_CO30T,CO_CO32T,CO_CO88T,CO_CO24T,CO_CO8T,CO_U6,CO_U12,CO_CO14T,CO_CO21T,CO_CO23T,CO_CO5T,CO_CO43T,CO_CO70T,CO_CO49T,CO_CO51T,CO_CO56T,CO_CO61T
128.5,252,293.5,78,47.5,91.5,238,125,160.5,161.5,72,142.5,92,90,116.5,183.5,46,58,168,124,68,220,21.5,341,123.5,119.5,122.5,20.5,61.5,20,96.5,54.5,128.5,252,293.5,78,47.5,91.5,238,125,160.5,161.5,72,142.5,92,90,116.5,183.5,46,58,168,124,68,220,21.5,341,123.5,119.5,122.5,20.5,61.5,20,96.5,54.5,128.5,252,293.5,78,47.5,91.5,238,125,160.5,161.5,72,142.5,92,90,116.5,183.5,46,58,168,124,68,220,21.5,341,123.5,119.5,122.5,20.5,61.5,20,96.5,54.5,128.5,252,293.5,78,47.5,91.5,238
274.6,385.4,352,123.52,20.4,129.8,248.6,265,114.8,252.6,345.6,285.6,159.6,68.6,292.2,535.4,219.8,107.12,466.6,84.6,49.08,373.8,54.6,114.6,356,112,134.8,63.2,69.8,50.2,174.4,267.4,274.6,385.4,352,123.52,20.4,129.8,248.6,265,114.8,252.6,345.6,285.6,159.6,68.6,292.2,535.4,219.8,107.12,466.6,84.6,49.08,373.8,54.6,114.6,356,112,134.8,63.2,69.8,50.2,174.4,267.4,274.6,385.4,352,123.52,20.4,129.8,248.6,265,114.8,252.6,345.6,285.6,159.6,68.6,292.2,535.4,219.8,107.12,466.6,84.6,49.08,373.8,54.6,114.6,356,112,134.8,63.2,69.8,50.2,174.4,267.4,274.6,385.4,352,123.52,20.4,129.8,248.6
205,426,117,813,20,149,158,229,397,447,163,26,183,180,633,132,20,20,192,678,380,1061,142,970,589,20,529,213,263,523,612,265,205,426,117,813,20,149,158,229,397,447,163,26,183,180,633,132,20,20,192,678,380,1061,142,970,589,20,529,213,263,523,612,265,205,426,117,813,20,149,158,229,397,447,163,26,183,180,633,132,20,20,192,678,380,1061,142,970,589,20,529,213,263,523,612,265,205,426,117,813,20,149,158
40,20,20,37,32,46,33,43,42,76,27,20,40,62,53,70,63,26,92,20,21,42,54,53,122,35,47,71,48,20,51,20,40,20,20,37,32,46,33,43,42,76,27,20,40,62,53,70,63,26,92,20,21,42,54,53,122,35,47,71,48,20,51,20,40,20,20,37,32,46,33,43,42,76,27,20,40,62,53,70,63,26,92,20,21,42,54,53,122,35,47,71,48,20,51,20,40,20,20,37,32,46,33
147,95,143,20,68,20,20,73,97,45,22,31,20,26,214,136,107,20,77,20,31,164,20,45,20,24,20,32,20,30,22,47,147,95,143,20,68,20,20,73,97,45,22,31,20,26,214,136,107,20,77,20,31,164,20,45,20,24,20,32,20,30,22,47,147,95,143,20,68,20,20,73,97,45,22,31,20,26,214,136,107,20,77,20,31,164,20,45,20,24,20,32,20,30,22,47,147,95,143,20,68,20,20
440,1067,357,569,20,209,178,210,357,108,202,303,131,181,539,479,250,208,396,340,259,171,75,259,294,354,39,143,241,218,132,93,440,1067,357,569,20,209,178,210,357,108,202,303,131,181,539,479,250,208,396,340,259,171,75,259,294,354,39,143,241,218,132,93,440,1067,357,569,20,209,178,210,357,108,202,303,131,181,539,479,250,208,396,340,259,171,75,259,294,354,39,143,241,218,132,93,440,1067,357,569,20,209,178
142,31,74,66,20,20,20,20,20,20,20,308,44,20,20,205,20,33,144,100,20,20,30,20,20,20,20,97,20,20,37,20,142,31,74,66,20,20,20,20,20,20,20,308,44,20,20,205,20,33,144,100,20,20,30,20,20,20,20,97,20,20,37,20,142,31,74,66,20,20,20,20,20,20,20,308,44,20,20,205,20,33,144,100,20,20,30,20,20,20,20,97,20,20,37,20,142,31,74,66,20,20,20
20,596,120,66,122,20,150,20,34,334,158,153,78,57,20,48,20,124,20,20,20,125,20,36,76,20,139,20,20,20,74,70,20,596,120,66,122,20,150,20,34,334,158,153,78,57,20,48,20,124,20,20,20,125,20,36,76,20,139,20,20,20,74,70,20,596,120,66,122,20,150,20,34,334,158,153,78,57,20,48,20,124,20,20,20,125,20,36,76,20,139,20,20,20,74,70,20,596,120,66,122,20,150
497,669,694,483,158.5,387.5,491,615.5,523,402.5,613.5,366,24,277,728.5,1089.5,321,574.5,538,224.5,172.5,667,279,430.5,460.5,475.5,678,235.5,307.5,322,315.5,331,497,669,694,483,158.5,387.5,491,615.5,523,402.5,613.5,366,24,277,728.5,1089.5,321,574.5,538,224.5,172.5,667,279,430.5,460.5,475.5,678,235.5,307.5,322,315.5,331,497,669,694,483,158.5,387.5,491,615.5,523,402.5,613.5,366,24,277,728.5,1089.5,321,574.5,538,224.5,172.5,667,279,430.5,460.5,475.5,678,235.5,307.5,322,315.5,331,497,669,694,483,158.5,387.5,491
66,140,218,20,30,20,20,24,20,20,34,20,20,25,20,55,20,20,78,20,20,127,20,55,98,43,20,20,20,20,20,52,66,140,218,20,30,20,20,24,20,20,34,20,20,25,20,55,20,20,78,20,20,127,20,55,98,43,20,20,20,20,20,52,66,140,218,20,30,20,20,24,20,20,34,20,20,25,20,55,20,20,78,20,20,127,20,55,98,43,20,20,20,20,20,52,66,140,218,20,30,20,20
1896,4576,3995,1435,925,2233,3135.4,4502,1528,3020,4146,1497,1309,981,2506,3920,2850,2570.2,5662,162,195.9,5826,3721,3722,5521,2383,7560,1239,922.8,2402,3109,3359.7,1896,4576,3995,1435,925,2233,3135.4,4502,1528,3020,4146,1497,1309,981,2506,3920,2850,2570.2,5662,162,195.9,5826,3721,3722,5521,2383,7560,1239,922.8,2402,3109,3359.7,1896,4576,3995,1435,925,2233,3135.4,4502,1528,3020,4146,1497,1309,981,2506,3920,2850,2570.2,5662,162,195.9,5826,3721,3722,5521,2383,7560,1239,922.8,2402,3109,3359.7,1896,4576,3995,1435,925,2233,3135.4
649,703,929,438.5,20,356,415.4,783,404,524,780,312,231,140,20,774,126,20,532,20,20,1024,20,655,1269,858,407,38,20,20,812,859.1,649,703,929,438.5,20,356,415.4,783,404,524,780,312,231,140,20,774,126,20,532,20,20,1024,20,655,1269,858,407,38,20,20,812,859.1,649,703,929,438.5,20,356,415.4,783,404,524,780,312,231,140,20,774,126,20,532,20,20,1024,20,655,1269,858,407,38,20,20,812,859.1,649,703,929,438.5,20,356,415.4
124,285,115,82,20,223,168,171,130,172,27,40,81,117,91,905,143,62,330,50,20,86,20,20,34,111,74,40,20,20,138,59,124,285,115,82,20,223,168,171,130,172,27,40,81,117,91,905,143,62,330,50,20,86,20,20,34,111,74,40,20,20,138,59,124,285,115,82,20,223,168,171,130,172,27,40,81,117,91,905,143,62,330,50,20,86,20,20,34,111,74,40,20,20,138,59,124,285,115,82,20,223,168
154,78,95,89,20,40,235,267,178,38,97,20,20,20,305,204,20,225,133,294,44,21,25,90,102,65,31,155,68,20,80,45,154,78,95,89,20,40,235,267,178,38,97,20,20,20,305,204,20,225,133,294,44,21,25,90,102,65,31,155,68,20,80,45,154,78,95,89,20,40,235,267,178,38,97,20,20,20,305,204,20,225,133,294,44,21,25,90,102,65,31,155,68,20,80,45,154,78,95,89,20,40,235
540.5,825.5,758.5,501.95,165,652,406.6,881.5,434.5,555,791,733,323.5,383,777.5,1241,385.5,360.05,1337.5,337.5,131.85,675,351,162,366,174,373,20,20.7,323.5,258.5,340.35,540.5,825.5,758.5,501.95,165,652,406.6,881.5,434.5,555,791,733,323.5,383,777.5,1241,385.5,360.05,1337.5,337.5,131.85,675,351,162,366,174,373,20,20.7,323.5,258.5,340.35,540.5,825.5,758.5,501.95,165,652,406.6,881.5,434.5,555,791,733,323.5,383,777.5,1241,385.5,360.05,1337.5,337.5,131.85,675,351,162,366,174,373,20,20.7,323.5,258.5,340.35,540.5,825.5,758.5,501.95,165,652,406.6
137,117,125,54,20,60,142,87,84,134,126,20,38,79,105,226,76,102,128,109,48,142,49,168,185,66,81,32,71,48,100,24,137,117,125,54,20,60,142,87,84,134,126,20,38,79,105,226,76,102,128,109,48,142,49,168,185,66,81,32,71,48,100,24,137,117,125,54,20,60,142,87,84,134,126,20,38,79,105,226,76,102,128,109,48,142,49,168,185,66,81,32,71,48,100,24,137,117,125,54,20,60,142
20,20,20,20,21,20,20,20,20,20,20,434,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,434,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,434,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20
118,158,61,97,33,20,117,87,103,48,44,39,20,86,233,199,37,73,64,20,78,112,85,160,103,71,56,33,92,118,108,20,118,158,61,97,33,20,117,87,103,48,44,39,20,86,233,199,37,73,64,20,78,112,85,160,103,71,56,33,92,118,108,20,118,158,61,97,33,20,117,87,103,48,44,39,20,86,233,199,37,73,64,20,78,112,85,160,103,71,56,33,92,118,108,20,118,158,61,97,33,20,117
281,20,108,20,20,20,37.4,20,51,20,46,35,74,67,20,20,111,61.1,27,35,20,103,20,31,20,20,44,20,72.4,123,97,20,281,20,108,20,20,20,37.4,20,51,20,46,35,74,67,20,20,111,61.1,27,35,20,103,20,31,20,20,44,20,72.4,123,97,20,281,20,108,20,20,20,37.4,20,51,20,46,35,74,67,20,20,111,61.1,27,35,20,103,20,31,20,20,44,20,72.4,123,97,20,281,20,108,20,20,20,37.4
171,270,208,234,91,151,146,252,225,90,139,20,20,135,401,380,94,150,238,145,128,133,128,407,265,118,122,102,260,153,131,20,171,270,208,234,91,151,146,252,225,90,139,20,20,135,401,380,94,150,238,145,128,133,128,407,265,118,122,102,260,153,131,20,171,270,208,234,91,151,146,252,225,90,139,20,20,135,401,380,94,150,238,145,128,133,128,407,265,118,122,102,260,153,131,20,171,270,208,234,91,151,146
52,129,20,20,20,20,264.3,286,55,20,81,31,22,20,20,291,120,20,39,20,20,20,20,20,20,26,112,20,21.7,20,20,81.7,52,129,20,20,20,20,264.3,286,55,20,81,31,22,20,20,291,120,20,39,20,20,20,20,20,20,26,112,20,21.7,20,20,81.7,52,129,20,20,20,20,264.3,286,55,20,81,31,22,20,20,291,120,20,39,20,20,20,20,20,20,26,112,20,21.7,20,20,81.7,52,129,20,20,20,20,264.3
275,119,224,227,44,116,145,247,253,210,42,347,53,118,492,238,129,202,158,263,109,179,156,597,234,196,148,58,208,229,99,61,275,119,224,227,44,116,145,247,253,210,42,347,53,118,492,238,129,202,158,263,109,179,156,597,234,196,148,58,208,229,99,61,275,119,224,227,44,116,145,247,253,210,42,347,53,118,492,238,129,202,158,263,109,179,156,597,234,196,148,58,208,229,99,61,275,119,224,227,44,116,145
278,566,496,42,44,246,190.2,433,174,342,335,145,185,255,182,504,261,198,622,294,96.7,188,232,144,270,109,200,20,91.3,20,169,168.8,278,566,496,42,44,246,190.2,433,174,342,335,145,185,255,182,504,261,198,622,294,96.7,188,232,144,270,109,200,20,91.3,20,169,168.8,278,566,496,42,44,246,190.2,433,174,342,335,145,185,255,182,504,261,198,622,294,96.7,188,232,144,270,109,200,20,91.3,20,169,168.8,278,566,496,42,44,246,190.2
123,217,171,41.2,66,48,117.8,134,99,86,150,121,77,20,30,133,115,76.8,341,54,20,41,20,20,51,20,20,22,28,20,91,20,123,217,171,41.2,66,48,117.8,134,99,86,150,121,77,20,30,133,115,76.8,341,54,20,41,20,20,51,20,20,22,28,20,91,20,123,217,171,41.2,66,48,117.8,134,99,86,150,121,77,20,30,133,115,76.8,341,54,20,41,20,20,51,20,20,22,28,20,91,20,123,217,171,41.2,66,48,117.8
147,219,276,85,40,92,270,229,158,271,313,31,28,128,168,321,58,88,117,50,20,322,66,20,154,135,105,40,74,38,110,113,147,219,276,85,40,92,270,229,158,271,313,31,28,128,168,321,58,88,117,50,20,322,66,20,154,135,105,40,74,38,110,113,147,219,276,85,40,92,270,229,158,271,313,31,28,128,168,321,58,88,117,50,20,322,66,20,154,135,105,40,74,38,110,113,147,219,276,85,40,92,270
227,253.5,272.5,71.15,31,51,283.25,110.5,81.5,128,317,201.5,64,68.5,188,311,89.5,20,232.5,103.5,65.85,444.5,44.5,86.5,132.5,48,20,20.5,62.55,39,90,75.1,227,253.5,272.5,71.15,31,51,283.25,110.5,81.5,128,317,201.5,64,68.5,188,311,89.5,20,232.5,103.5,65.85,444.5,44.5,86.5,132.5,48,20,20.5,62.55,39,90,75.1,227,253.5,272.5,71.15,31,51,283.25,110.5,81.5,128,317,201.5,64,68.5,188,311,89.5,20,232.5,103.5,65.85,444.5,44.5,86.5,132.5,48,20,20.5,62.55,39,90,75.1,227,253.5,272.5,71.15,31,51,283.25
567,949,891,337.5,50,334,350.8,529,191,401,763,466,308,158,614,863,525,298.7,991,253,122.3,902,376,327,607,205,301,183,165.3,134,292,229.3,567,949,891,337.5,50,334,350.8,529,191,401,763,466,308,158,614,863,525,298.7,991,253,122.3,902,376,327,607,205,301,183,165.3,134,292,229.3,567,949,891,337.5,50,334,350.8,529,191,401,763,466,308,158,614,863,525,298.7,991,253,122.3,902,376,327,607,205,301,183,165.3,134,292,229.3,567,949,891,337.5,50,334,350.8
606.5,665,876,559.6,92.5,774,1156.9,1034.5,776,1264.5,1500,1798,566,565.5,910,1702.5,431.5,186.7,1267,184,167.75,2123,107.5,920,1408.5,485,660,111,388.15,251,424,470.4,606.5,665,876,559.6,92.5,774,1156.9,1034.5,776,1264.5,1500,1798,566,565.5,910,1702.5,431.5,186.7,1267,184,167.75,2123,107.5,920,1408.5,485,660,111,388.15,251,424,470.4,606.5,665,876,559.6,92.5,774,1156.9,1034.5,776,1264.5,1500,1798,566,565.5,910,1702.5,431.5,186.7,1267,184,167.75,2123,107.5,920,1408.5,485,660,111,388.15,251,424,470.4,606.5,665,876,559.6,92.5,774,1156.9
96.5,230.5,105,26,22.5,54.5,136.5,128,30.5,71,113,20,162.5,69,41.5,120,86.5,22.65,107,126.5,86.25,92,20,39.5,110,88,132.5,116,101.95,141,133,59.85,96.5,230.5,105,26,22.5,54.5,136.5,128,30.5,71,113,20,162.5,69,41.5,120,86.5,22.65,107,126.5,86.25,92,20,39.5,110,88,132.5,116,101.95,141,133,59.85,96.5,230.5,105,26,22.5,54.5,136.5,128,30.5,71,113,20,162.5,69,41.5,120,86.5,22.65,107,126.5,86.25,92,20,39.5,110,88,132.5,116,101.95,141,133,59.85,96.5,230.5,105,26,22.5,54.5,136.5
2234,1353,2760,2496.3,300,2897,4201.9,6544,3101,1679,2773,6122,6521,1892,4362,2492,2347,944.4,3898,2520,1425.9,2046,1275,1600,1974,1133,882,1286,1394.2,2071,954,370.6,2234,1353,2760,2496.3,300,2897,4201.9,6544,3101,1679,2773,6122,6521,1892,4362,2492,2347,944.4,3898,2520,1425.9,2046,1275,1600,1974,1133,882,1286,1394.2,2071,954,370.6,2234,1353,2760,2496.3,300,2897,4201.9,6544,3101,1679,2773,6122,6521,1892,4362,2492,2347,944.4,3898,2520,1425.9,2046,1275,1600,1974,1133,882,1286,1394.2,2071,954,370.6,2234,1353,2760,2496.3,300,2897,4201.9
83.5,20,27,38.7,22.5,20,177.6,20,51,20,56,246.5,102.5,20,20,191.5,79.5,20,45.5,130.5,83.25,34.5,20,37,56.5,38.5,20,20,20,20,20,20,83.5,20,27,38.7,22.5,20,177.6,20,51,20,56,246.5,102.5,20,20,191.5,79.5,20,45.5,130.5,83.25,34.5,20,37,56.5,38.5,20,20,20,20,20,20,83.5,20,27,38.7,22.5,20,177.6,20,51,20,56,246.5,102.5,20,20,191.5,79.5,20,45.5,130.5,83.25,34.5,20,37,56.5,38.5,20,20,20,20,20,20,83.5,20,27,38.7,22.5,20,177.6
302,375,373,226.5,24,257,346.2,442,189,209,240,462,104,51,364,382,125,41.9,391,62,20,523,123,92,323,151,139,72,150.2,168,338,151.5,302,375,373,226.5,24,257,346.2,442,189,209,240,462,104,51,364,382,125,41.9,391,62,20,523,123,92,323,151,139,72,150.2,168,338,151.5,302,375,373,226.5,24,257,346.2,442,189,209,240,462,104,51,364,382,125,41.9,391,62,20,523,123,92,323,151,139,72,150.2,168,338,151.5,302,375,373,226.5,24,257,346.2
1815,3417,5404,2057,168,1196,1970,1394,1514,3264,3751,639,526,1316,1688,3891,677,1362,599,193,81,2560,255,771,1324,478,1357,92,261,336,684,533,1815,3417,5404,2057,168,1196,1970,1394,1514,3264,3751,639,526,1316,1688,3891,677,1362,599,193,81,2560,255,771,1324,478,1357,92,261,336,684,533,1815,3417,5404,2057,168,1196,1970,1394,1514,3264,3751,639,526,1316,1688,3891,677,1362,599,193,81,2560,255,771,1324,478,1357,92,261,336,684,533,1815,3417,5404,2057,168,1196,1970
362,683,539,262.4,48,340,374,929,251,77,362,1040,616,134,620,456,978,20,706,781,337,688,20,376,404,361,464,220,305.3,362,740,60.5,362,683,539,262.4,48,340,374,929,251,77,362,1040,616,134,620,456,978,20,706,781,337,688,20,376,404,361,464,220,305.3,362,740,60.5,362,683,539,262.4,48,340,374,929,251,77,362,1040,616,134,620,456,978,20,706,781,337,688,20,376,404,361,464,220,305.3,362,740,60.5,362,683,539,262.4,48,340,374
105,579,474,220,20,204,20,20,142,375,380,20,74,60,32,20,46,20,20,20,20,94,20,20,20,20,20,20,20,20,20,20,105,579,474,220,20,204,20,20,142,375,380,20,74,60,32,20,46,20,20,20,20,94,20,20,20,20,20,20,20,20,20,20,105,579,474,220,20,204,20,20,142,375,380,20,74,60,32,20,46,20,20,20,20,94,20,20,20,20,20,20,20,20,20,20,105,579,474,220,20,204,20
132,147,263,127,20,20,60,20,20,237,129,79,20,100,125,845,20,20,20,28,20,195,20,70,20,20,53,20,20,20,25,30,132,147,263,127,20,20,60,20,20,237,129,79,20,100,125,845,20,20,20,28,20,195,20,70,20,20,53,20,20,20,25,30,132,147,263,127,20,20,60,20,20,237,129,79,20,100,125,845,20,20,20,28,20,195,20,70,20,20,53,20,20,20,25,30,132,147,263,127,20,20,60
848,883,1212,486.8,53.5,466,699.85,1111.5,389.5,521,719.5,1621,297.5,226,980.5,1177.5,416,215.75,668.5,177,109.35,1177.5,204,370.5,717.5,313,344,310.5,378.15,382.5,481.5,470.7,848,883,1212,486.8,53.5,466,699.85,1111.5,389.5,521,719.5,1621,297.5,226,980.5,1177.5,416,215.75,668.5,177,109.35,1177.5,204,370.5,717.5,313,344,310.5,378.15,382.5,481.5,470.7,848,883,1212,486.8,53.5,466,699.85,1111.5,389.5,521,719.5,1621,297.5,226,980.5,1177.5,416,215.75,668.5,177,109.35,1177.5,204,370.5,717.5,313,344,310.5,378.15,382.5,481.5,470.7,848,883,1212,486.8,53.5,466,699.85
283,806,802,378,117,300,492,536,263,597,693,160,153,222,429,1316,216,467,242,20,22,789,20,287,434,367,309,82,135,89,252,319,283,806,802,378,117,300,492,536,263,597,693,160,153,222,429,1316,216,467,242,20,22,789,20,287,434,367,309,82,135,89,252,319,283,806,802,378,117,300,492,536,263,597,693,160,153,222,429,1316,216,467,242,20,22,789,20,287,434,367,309,82,135,89,252,319,283,806,802,378,117,300,492
474,566,806,543,100,395,844,636,446,590,881,182,162,349,388,691,222,261,391,89,78,805,262,514,847,514,604,152,218,235,303,430,474,566,806,543,100,395,844,636,446,590,881,182,162,349,388,691,222,261,391,89,78,805,262,514,847,514,604,152,218,235,303,430,474,566,806,543,100,395,844,636,446,590,881,182,162,349,388,691,222,261,391,89,78,805,262,514,847,514,604,152,218,235,303,430,474,566,806,543,100,395,844
20,33,20,20,20,1314,1487,1635,338,3430,2543,20,190,1101,20,939,41,198,185,20,20,5806,328,2803,5241,943,4772,20,238,651,1382,2498,20,33,20,20,20,1314,1487,1635,338,3430,2543,20,190,1101,20,939,41,198,185,20,20,5806,328,2803,5241,943,4772,20,238,651,1382,2498,20,33,20,20,20,1314,1487,1635,338,3430,2543,20,190,1101,20,939,41,198,185,20,20,5806,328,2803,5241,943,4772,20,238,651,1382,2498,20,33,20,20,20,1314,1487
135,62,66,62,20,98,527,1925,200,293,29,20,29,65,20,46,71,20,74,20,20,459,20,70,115,20,26,20,28,20,20,20,135,62,66,62,20,98,527,1925,200,293,29,20,29,65,20,46,71,20,74,20,20,459,20,70,115,20,26,20,28,20,20,20,135,62,66,62,20,98,527,1925,200,293,29,20,29,65,20,46,71,20,74,20,20,459,20,70,115,20,26,20,28,20,20,20,135,62,66,62,20,98,527
133,415,237,211,20,92,155,149,20,20,20,58,51,20,20,189,20,53,20,20,20,20,42,20,240,146,169,20,20,20,78,91,133,415,237,211,20,92,155,149,20,20,20,58,51,20,20,189,20,53,20,20,20,20,42,20,240,146,169,20,20,20,78,91,133,415,237,211,20,92,155,149,20,20,20,58,51,20,20,189,20,53,20,20,20,20,42,20,240,146,169,20,20,20,78,91,133,415,237,211,20,92,155
338,552,528,20,20,64,336.9,269,148,356,688,163,49,72,176,780,244,20,611,20,20,492,20,100,327,92,71,20,20,24,70,203.3,338,552,528,20,20,64,336.9,269,148,356,688,163,49,72,176,780,244,20,611,20,20,492,20,100,327,92,71,20,20,24,70,203.3,338,552,528,20,20,64,336.9,269,148,356,688,163,49,72,176,780,244,20,611,20,20,492,20,100,327,92,71,20,20,24,70,203.3,338,552,528,20,20,64,336.9
108,94,35,244.2,20,46,498.9,379,20,22,20,145,20,96,20,26,370,20,358,107,106.6,498,20,164,344,144,137,20,40.7,20,200,20,108,94,35,244.2,20,46,498.9,379,20,22,20,145,20,96,20,26,370,20,358,107,106.6,498,20,164,344,144,137,20,40.7,20,200,20,108,94,35,244.2,20,46,498.9,379,20,22,20,145,20,96,20,26,370,20,358,107,106.6,498,20,164,344,144,137,20,40.7,20,200,20,108,94,35,244.2,20,46,498.9
23,20,20,49,20,20,20,20,20,22,31,119,31,38,31,25,132,55.9,20,62,43.5,20,92,20,74,20,48,43,32.6,73,45,36.2,23,20,20,49,20,20,20,20,20,22,31,119,31,38,31,25,132,55.9,20,62,43.5,20,92,20,74,20,48,43,32.6,73,45,36.2,23,20,20,49,20,20,20,20,20,22,31,119,31,38,31,25,132,55.9,20,62,43.5,20,92,20,74,20,48,43,32.6,73,45,36.2,23,20,20,49,20,20,20
37,37,87,76,53,21,76,49,43,70,70,119,85,24,53,153,64,70,70,37,38,127,75,171,156,20,51,95,44,32,20,69,37,37,87,76,53,21,76,49,43,70,70,119,85,24,53,153,64,70,70,37,38,127,75,171,156,20,51,95,44,32,20,69,37,37,87,76,53,21,76,49,43,70,70,119,85,24,53,153,64,70,70,37,38,127,75,171,156,20,51,95,44,32,20,69,37,37,87,76,53,21,76
276,88,294,372,86,426,317,503,274,356,87,90,20,420,813,853,107,20,495,320,20,287,281,768,341,290,183,115,266,302,236,77,276,88,294,372,86,426,317,503,274,356,87,90,20,420,813,853,107,20,495,320,20,287,281,768,341,290,183,115,266,302,236,77,276,88,294,372,86,426,317,503,274,356,87,90,20,420,813,853,107,20,495,320,20,287,281,768,341,290,183,115,266,302,236,77,276,88,294,372,86,426,317
1060,1031,901,490.6,129,869,215.4,528,495,1618,2275,919,826,271,899,1059,450,712.1,1168,396,294.8,2138,270,1795,2402,490,375,251,449.3,277,1005,729,1060,1031,901,490.6,129,869,215.4,528,495,1618,2275,919,826,271,899,1059,450,712.1,1168,396,294.8,2138,270,1795,2402,490,375,251,449.3,277,1005,729,1060,1031,901,490.6,129,869,215.4,528,495,1618,2275,919,826,271,899,1059,450,712.1,1168,396,294.8,2138,270,1795,2402,490,375,251,449.3,277,1005,729,1060,1031,901,490.6,129,869,215.4
2370,3123,4783,2774.1,151,1278,1553,3912,723,2625,4704,1442,3178,582,1534,2167,1779,782.8,3803,119,20,6732,1290,6499,7273,1985,6882,303,715.4,1712,20,4353,2370,3123,4783,2774.1,151,1278,1553,3912,723,2625,4704,1442,3178,582,1534,2167,1779,782.8,3803,119,20,6732,1290,6499,7273,1985,6882,303,715.4,1712,20,4353,2370,3123,4783,2774.1,151,1278,1553,3912,723,2625,4704,1442,3178,582,1534,2167,1779,782.8,3803,119,20,6732,1290,6499,7273,1985,6882,303,715.4,1712,20,4353,2370,3123,4783,2774.1,151,1278,1553
471.5,825.5,628,412.7,20,20,34.95,189.5,30.5,111.5,134.5,419.5,24.5,30.5,1524.5,4511.5,2485,1558.6,4032.5,141.5,104,394.5,165,180,303.5,103.5,412,20,20,53.5,92.5,312.4,471.5,825.5,628,412.7,20,20,34.95,189.5,30.5,111.5,134.5,419.5,24.5,30.5,1524.5,4511.5,2485,1558.6,4032.5,141.5,104,394.5,165,180,303.5,103.5,412,20,20,53.5,92.5,312.4,471.5,825.5,628,412.7,20,20,34.95,189.5,30.5,111.5,134.5,419.5,24.5,30.5,1524.5,4511.5,2485,1558.6,4032.5,141.5,104,394.5,165,180,303.5,103.5,412,20,20,53.5,92.5,312.4,471.5,825.5,628,412.7,20,20,34.95
145,137,125,20,20,20,20,20,120,69,60,20,35,20,20,520,81,98,184,72,51,141,20,113,20,20,100,20,24,27,117,83,145,137,125,20,20,20,20,20,120,69,60,20,35,20,20,520,81,98,184,72,51,141,20,113,20,20,100,20,24,27,117,83,145,137,125,20,20,20,20,20,120,69,60,20,35,20,20,520,81,98,184,72,51,141,20,113,20,20,100,20,24,27,117,83,145,137,125,20,20,20,20
20,33,20,20,20,20,20,20,20,74,20,20,20,20,20,153,20,131.4,126,20,20,20,20,20,20,20,20,20,20,20,20,20.9,20,33,20,20,20,20,20,20,20,74,20,20,20,20,20,153,20,131.4,126,20,20,20,20,20,20,20,20,20,20,20,20,20.9,20,33,20,20,20,20,20,20,20,74,20,20,20,20,20,153,20,131.4,126,20,20,20,20,20,20,20,20,20,20,20,20,20.9,20,33,20,20,20,20,20
92,167,165,20,20,99,20,20,20,20,20,20,54,20,20,730,20,20,125,20,20,80,20,20,20,20,20,20,20,20,20,25,92,167,165,20,20,99,20,20,20,20,20,20,54,20,20,730,20,20,125,20,20,80,20,20,20,20,20,20,20,20,20,25,92,167,165,20,20,99,20,20,20,20,20,20,54,20,20,730,20,20,125,20,20,80,20,20,20,20,20,20,20,20,20,25,92,167,165,20,20,99,20
